"name","role","commentFull"
"KAVANAUGH","witness","… I’m not aware one way or the other, but I’m not going to sit here and contest that. Have at it, if you want to go through my yearbook."
"WHITEHOUSE","speaker","Yes, I’m — I’m actually interested. You know, lawyers should be working off of common terms and understand the words that we’re using. I think that’s a pretty basic principle among lawyers, wouldn’t you agree?"
"KAVANAUGH","witness","It is. If you’re worried about my yearbook, have at, senator."
"WHITEHOUSE","speaker","Let’s look at, “Beach Week Ralph Club — Biggest Contributor,” what does the word Ralph mean in that?"
"KAVANAUGH","witness","That probably refers to throwing up. I’m known to have a weak stomach and I always have. In fact, the last time I was here, you asked me about having ketchup on spaghetti. I always have had a weak stomach."
"DURBIN","speaker","I don’t know that I asked about ketchup on spaghetti, but…"
"KAVANAUGH","witness","You — you didn’t, someone did. And…"
"WHITEHOUSE","speaker","OK."
"KAVANAUGH","witness","… this is well-known. Anyone who’s known me, like a lot of these people behind me — known me my whole life — know, you know. I got a weak stomach, whether it’s with beer or with spicy food or anything."
"WHITEHOUSE","speaker","So the vomiting that you reference in the Ralph Club reference, related to the consumption of alcohol?"
"KAVANAUGH","witness","Senator, I was at the top of my class academically, busted my butt in school. Captain of the varsity basketball team. Got in Yale College. When I got into Yale College, got into Yale Law School. Worked my tail off."
"WHITEHOUSE","speaker","And did the world “ralph” you used in your yearbook… (CROSSTALK)"
"KAVANAUGH","witness","I already — I already answered…"
"WHITEHOUSE","speaker","… refer (ph) to alcohol?"
"KAVANAUGH","witness","… the question. If you’re…"
"WHITEHOUSE","speaker","Did it relate to alcohol? You haven’t answered that."
"KAVANAUGH","witness","I like beer. I like beer. I don’t know if you do…"
"KAVANAUGH","witness","… do you like beer, Senator, or not?"
"WHITEHOUSE","speaker","Um, next…"
"KAVANAUGH","witness","What do you like to drink?"
"WHITEHOUSE","speaker","Next one is…"
"KAVANAUGH","witness","Senator, what do you like to drink?"
"WHITEHOUSE","speaker","… Judge, have you — I don’t know if it’s “boufed” or “boofed” — how do you pronounce that?"
"KAVANAUGH","witness","That refers to flatulence. We were 16. (LAUGHTER)"
"WHITEHOUSE","speaker","OK. And so when your friend Mark Judge said the same — put the same thing in his yearbook page back to you, he had the same meaning? It was flatulence?"
"KAVANAUGH","witness","I don’t know what he did, but that’s my recollection. We want to talk about flatulence at age 16 on a yearbook page, I’m — I’m game."
"WHITEHOUSE","speaker","You mentioned, I think, the Renate or Renata — I don’t know how you pronounce that — that’s a proper name of an individual you know?"
